filing_date,annual,EntityCommonStockSharesOutstanding_shares,EntityPublicFloat_USD,AccountsPayableCurrent_USD,AccruedProfessionalFeesCurrent_USD,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment_USD,AccumulatedOtherComprehensiveIncomeLossNetOfTax_USD,AdditionalPaidInCapital_USD,AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock_USD,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions_USD,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue_USD,AllocatedShareBasedCompensationExpense_USD,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount_shares,Assets_USD,AssetsCurrent_USD,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax_USD,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax_USD,AvailableForSaleDebtSecuritiesAmortizedCostBasis_USD,AvailableForSaleSecuritiesDebtSecurities_USD,AvailableForSaleSecuritiesDebtSecuritiesCurrent_USD,BusinessCombinationContingentConsiderationLiabilityNoncurrent_USD,CapitalExpendituresIncurredButNotYetPaid_USD,CashAcquiredFromAcquisition_USD,CashAndCashEquivalentsAtCarryingValue_USD,CashCashEquivalentsAndShortTermInvestments_USD,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents_USD,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect_USD,CommonStockParOrStatedValuePerShare_USD/shares,CommonStockSharesAuthorized_shares,CommonStockSharesIssued_shares,CommonStockSharesOutstanding_shares,CommonStockValue_USD,ComprehensiveIncomeNetOfTax_USD,ContractWithCustomerLiabilityCurrent_USD,ContractWithCustomerLiabilityNoncurrent_USD,ConversionOfStockAmountConverted1_USD,ConvertiblePreferredStockSharesIssuedUponConversion_shares,DebtSecuritiesAvailableForSaleRealizedGainLossExcludingOtherThanTemporaryImpairment_USD,DeferredTaxAssetsDerivativeInstruments_USD,DeferredTaxAssetsGross_USD,DeferredTaxAssetsOperatingLossCarryforwards_USD,DeferredTaxAssetsTaxCreditCarryforwardsResearch_USD,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost_USD,DeferredTaxAssetsValuationAllowance_USD,DeferredTaxLiabilitiesLeasingArrangements_USD,DeferredTaxLiabilitiesOther_USD,DeferredTaxLiabilitiesPropertyPlantAndEquipment_USD,DefinedContributionPlanEmployerDiscretionaryContributionAmount_USD,DefinedContributionPlanEmployerMatchingContributionPercent_pure,DefinedContributionPlanEmployerMatchingContributionPercentOfMatch_pure,Depreciation_USD,DepreciationDepletionAndAmortization_USD,DerivativeGainLossOnDerivativeNet_USD,DerivativeLiabilitiesCurrent_USD,EarningsPerShareBasic_USD/shares,EarningsPerShareBasicAndDiluted_USD/shares,EarningsPerShareDiluted_USD/shares,EffectiveIncomeTaxRateContinuingOperations_pure,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate_pure,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance_pure,EffectiveIncomeTaxRateReconciliationNondeductibleExpense_pure,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes_pure,EffectiveIncomeTaxRateReconciliationTaxCreditsResearch_pure,EmployeeRelatedLiabilitiesCurrent_USD,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions_USD,EquitySecuritiesFvNi_USD,EquitySecuritiesFvNiGainLoss_USD,FinanceLeaseLiabilityCurrent_USD,FinanceLeaseLiabilityNoncurrent_USD,FinanceLeasePrincipalPayments_USD,GeneralAndAdministrativeExpense_USD,GuaranteeObligationsCurrentCarryingValue_USD,HeldToMaturitySecurities_USD,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain_USD,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss_USD,HeldToMaturitySecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue_USD,HeldToMaturitySecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue_USD,HeldToMaturitySecuritiesCurrent_USD,HeldToMaturitySecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions_Security,HeldtomaturitySecuritiesSoldSecurityRealizedGainLossExcludingOtherThanTemporaryImpairments_USD,ImpairmentOfLongLivedAssetsHeldForUse_USD,IncomeTaxExpenseBenefit_USD,IncomeTaxesPaidNet_USD,IncreaseDecreaseInAccountsPayable_USD,IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities_USD,IncreaseDecreaseInContractWithCustomerLiability_USD,IncreaseDecreaseInOtherNoncurrentAssets_USD,IncreaseDecreaseInOtherNoncurrentLiabilities_USD,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets_USD,InterestIncomeOther_USD,InterestPaidNet_USD,InvestmentIncomeNetAmortizationOfDiscountAndPremium_USD,LeaseCost_USD,LesseeOperatingLeaseLiabilityPaymentsDue_USD,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive_USD,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths_USD,LesseeOperatingLeaseLiabilityPaymentsDueYearFive_USD,LesseeOperatingLeaseLiabilityPaymentsDueYearFour_USD,LesseeOperatingLeaseLiabilityPaymentsDueYearThree_USD,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo_USD,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear_USD,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount_USD,Liabilities_USD,LiabilitiesAndStockholdersEquity_USD,LiabilitiesCurrent_USD,LiabilityForUncertainTaxPositionsCurrent_USD,LongTermInvestments_USD,NetCashProvidedByUsedInFinancingActivities_USD,NetCashProvidedByUsedInInvestingActivities_USD,NetCashProvidedByUsedInOperatingActivities_USD,NetIncomeLoss_USD,NetIncomeLossAvailableToCommonStockholdersBasic_USD,NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1_USD,NonoperatingIncomeExpense_USD,NumberOfOperatingSegments_Segment,OperatingExpenses_USD,OperatingIncomeLoss_USD,OperatingLeaseCost_USD,OperatingLeaseLiability_USD,OperatingLeaseLiabilityCurrent_USD,OperatingLeaseLiabilityNoncurrent_USD,OperatingLeasePayments_USD,OperatingLeaseRightOfUseAsset_USD,OperatingLeaseWeightedAverageDiscountRatePercent_pure,OtherAccruedLiabilitiesCurrent_USD,OtherAssetsNoncurrent_USD,OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent_USD,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent_USD,OtherLiabilitiesNoncurrent_USD,OtherNoncashIncomeExpense_USD,OtherOperatingIncomeExpenseNet_USD,PaymentsOfStockIssuanceCosts_USD,PaymentsToAcquireAvailableForSaleSecuritiesDebt_USD,PaymentsToAcquireBusinessesNetOfCashAcquired_USD,PaymentsToAcquireHeldToMaturitySecurities_USD,PaymentsToAcquireLongtermInvestments_USD,PaymentsToAcquirePropertyPlantAndEquipment_USD,PreferredStockParOrStatedValuePerShare_USD/shares,PreferredStockSharesAuthorized_shares,PreferredStockSharesIssued_shares,PreferredStockSharesOutstanding_shares,PrepaidExpenseAndOtherAssetsCurrent_USD,ProceedsFromIssuanceInitialPublicOffering_USD,ProceedsFromIssuanceOfCommonStock_USD,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock_USD,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities_USD,ProceedsFromSaleAndMaturityOfHeldToMaturitySecurities_USD,ProceedsFromStockOptionsExercised_USD,ProfitLoss_USD,PropertyPlantAndEquipmentGross_USD,PropertyPlantAndEquipmentNet_USD,RedeemableNoncontrollingInterestEquityPreferredCarryingAmount_USD,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty_USD,ResearchAndDevelopmentExpense_USD,ResearchAndDevelopmentInProcess_USD,RestrictedCashNoncurrent_USD,RetainedEarningsAccumulatedDeficit_USD,RevenueFromContractWithCustomerExcludingAssessedTax_USD,Revenues_USD,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability_USD,SaleOfStockConsiderationReceivedOnTransaction_USD,SaleOfStockNumberOfSharesIssuedInTransaction_shares,SaleOfStockPricePerShare_USD/shares,ShareBasedCompensation_USD,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendPayments_USD,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber_shares,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice_USD/shares,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue_USD,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod_shares,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross_shares,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue_USD/shares,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue_USD,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber_shares,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice_USD/shares,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice_USD/shares,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice_USD/shares,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice_USD/shares,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1_USD,ShortTermLeaseCost_USD,StockholdersEquity_USD,StockholdersEquityNoteStockSplitConversionRatio1_pure,StockIssued1_USD,StockIssuedDuringPeriodSharesStockOptionsExercised_shares,StockIssuedDuringPeriodValueAcquisitions_USD,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities_USD,StockIssuedDuringPeriodValueNewIssues_USD,StockIssuedDuringPeriodValueStockOptionsExercised_USD,SubleaseIncome_USD,TemporaryEquityAccretionToRedemptionValueAdjustment_USD,TemporaryEquityCarryingAmountAttributableToParent_USD,TemporaryEquityLiquidationPreference_USD,TemporaryEquitySharesAuthorized_shares,TemporaryEquitySharesOutstanding_shares,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense_USD,ValuationAllowanceDeferredTaxAssetChangeInAmount_USD,VariableLeaseCost_USD,WeightedAverageNumberOfDilutedSharesOutstanding_shares,WeightedAverageNumberOfShareOutstandingBasicAndDiluted_shares,WeightedAverageNumberOfSharesOutstandingBasic_shares,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities_USD,IncreaseDecreaseInOperatingLeaseLiability_USD,MarketableSecuritiesRealizedGainLoss_USD,PaymentsToAcquireEquitySecuritiesFvNi_USD,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate_pure,ProceedsFromStockPlans_USD,StockIssuedDuringPeriodValueEmployeeStockPurchasePlan_USD,ContributionOfProperty_USD,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest_USD,IncomeLossFromEquityMethodInvestments_USD,DeferredTaxAssetsDeferredIncome_USD,DirectFinancingLeaseResidualValueOfLeasedAsset_USD,FinanceLeaseLiability_USD,FinanceLeaseLiabilityPaymentsDue_USD,FinanceLeaseLiabilityPaymentsDueNextTwelveMonths_USD,FinanceLeaseLiabilityPaymentsDueYearTwo_USD,FinanceLeaseLiabilityUndiscountedExcessAmount_USD,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum_pure,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum_pure,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate_pure
2020-05-12,False,51485115,,6101000,1760000,5264000,-344000,494749000,,2792000.0,,2792000,7931538,322638000,259634000,,,,,,,1032000,,126050000,253400000,139382000,88829000,0.01,250000000,51345290,49077350,491000,-30818000,,,303326000.0,,,,,,,,,,,,,,,1100000,,-2700000,10500000,,-1.03,,,,,,,,1253000,24800000.0,,,1660000,5333000,,6812000,,127736000.0,9000.0,353000.0,73100000.0,0.0,127392000.0,26.0,0.0,,,134000.0,-471000,378000,,77000,-6000,3559000,597000.0,,129000,1886000,39518000,,,3808000.0,4912000,4777000,6538000,5487000.0,10760000,61244000,322638000,31440000,,,193014000,-76792000,-27393000,-30458000,-31735000,,,,28361000,-28355000,1598000,28758000,4699000,24059000,1525000,22126000,0.097,,2744000,,-360000,412000,,-2103000.0,958000.0,,,117719000.0,750000.0,3046000,0.01,25000000,0,0,6192000,192510000.0,,37901000.0,,44723000.0,152000,-30458000,30066000,24802000,,,21549000,,13332000,-233502000,,6000.0,4032000,,,,2792000,,1097819,1.66,,17784,949640,12.06,,5663598,6.72,2.56,8.56,17.15,,50000.0,261394000,4.4843,113000.0,59305,,303326000.0,188323000.0,152000,9000.0,1277000.0,,,,,,,288000,,30725077.0,,,,,,,,,,,,,,,,,,,,,
2020-08-12,False,51732014,,6154000,1512000,6409000,173000,497873000,,2769000.0,,2769000,7526116,299975000,234829000,,,,,,,747000,,125301000,228000000,138634000,88081000,0.01,250000000,51525807,49645737,496000,-33701000,,,303326000.0,,,,,,,,,,,,,,,1145000,,-8700000,19200000,,-0.69,,,,,,,,2130000,25700000.0,2500000.0,,1696000,4896000,,6937000,,102476000.0,173000.0,,,,102649000.0,0.0,0.0,,,282000.0,-53000,-239000,,68000,-12000,4215000,767000.0,,104000,1954000,40591000,,,5033000.0,4879000,4745000,6507000,3893000.0,10992000,69153000,299975000,38950000,,,192235000,-53924000,-50230000,-34218000,-34218000,,,,26291000,-26285000,1705000,29599000,4698000,24901000,1593000,22856000,0.097,,3218000,,517000,406000,517000.0,-7933000.0,1665000.0,,,135959000.0,750000.0,5413000,0.01,25000000,0,0,6879000,192510000.0,,37901000.0,,88198000.0,512000,-64676000,32148000,25739000,,,19354000,,13333000,-267720000,,6000.0,1763000,,,,5561000,,1118376,2.22,,24625,1119446,12.79,,5646046,7.44,2.14,7.62,18.39,,49000.0,230822000,4.4843,113000.0,239822,,303326000.0,188323000.0,360000,13000.0,1277000.0,,,,,,,249000,,49430138.0,,,,,,,,,,,,,,,,,,,,,
2020-11-10,False,57965991,,6569000,2776000,7627000,41000,501698000,,3012000.0,,3012000,7125688,278273000,208707000,,,,,,,2809000,,137903000,202200000,152743000,102190000,0.01,250000000,51930943,50438740,504000,-34584000,,,303326000.0,,,,,,,,,,,,,,,1218000,,2700000,16500000,,-0.69,,,,,,,,3207000,27200000.0,2500000.0,,1733000,4448000,,7502000,,64276000.0,41000.0,,,,64317000.0,,0.0,,,422000.0,-134000,4219000,,56000,2075000,3667000,,,-49000,1893000,38478000,,,5033000.0,4879000,4745000,6507000,1780000.0,10328000,78202000,278273000,47451000,,,192329000,-18696000,-71443000,-34452000,-34452000,,,,37327000,-37321000,1644000,28150000,4340000,23810000,2014000,21776000,0.097,,3546000,,-132000,2493000,517000.0,2869000.0,1717000.0,,,167094000.0,750000.0,8232000,0.01,25000000,0,0,6487000,192510000.0,,37901000.0,,157380000.0,1069000,-99128000,37031000,29404000,,5000000.0,29825000,,14840000,-302172000,,6000.0,5795000,,,,8573000,,1337259,3.95,,33750,1346146,13.35,,5633485,8.32,2.28,7.33,19.4,,17000.0,200071000,4.4843,264000.0,469958,,303326000.0,188323000.0,557000,12000.0,1277000.0,,,,,,,249000,,50087747.0,,,,,,,,,,,,,,,,,,,,,
2021-03-15,True,62415481,982172604.0,6314000,1948000,8899000,-9000,642633000,,15380000.0,,15380000,6611779,451677000,308321000,,,,,,,5067000,,162171000,299700000,177011000,126458000,0.01,250000000,58446016,57254178,573000,-194617000,,,303326000.0,29127523.0,,19421000.0,119354000.0,58338000.0,8756000.0,1975000.0,94963000.0,23692000.0,141000.0,558000.0,600000.0,0.06,0.5,4735000,,-63400000,71200000,,-4.19,,0.0,0.21,-0.311,-0.008,0.072,-0.021,7591000,29300000.0,2600000.0,,2118000,5294000,,29605000,0.0,137509000.0,13000.0,22000.0,82800000.0,0.0,137500000.0,21.0,0.0,0.0,0.0,561000.0,60000,7035000,,154000,981000,5726000,,,-118000,9344000,169344000,103062000.0,9096000.0,14893000.0,14519000,14088000,13686000,,69112000,206116000,451677000,102337000,0.0,,322322000,-100123000,-95741000,-194592000,-195869000,,,1.0,132784000,-132760000,8415000,100232000,4218000,96014000,6911000,86859000,0.074,,3144000,,-25000,2471000,517000.0,-61832000.0,2059000.0,,,281612000.0,750000.0,16357000,0.01,25000000,0,0,8650000,192510000.0,,37901000.0,,198596000.0,3155000,-194592000,47412000,38513000,302049000.0,5500000.0,103179000,,14840000,-397636000,,24000.0,74723000,126600000.0,5750000.0,23.5,15380000,0.0,1432552,4.38,29900000.0,81978,1487096,15.32,383901000.0,5336441,9.7,3.67,7.27,22.47,110678000.0,116000.0,245561000,4.4843,5751000.0,859724,,303326000.0,188323000.0,3155000,51000.0,1277000.0,302049000.0,282022000.0,130668210.0,0.0,0.0,58500000.0,929000,,46733221.0,,,,,,,,,,,,,,,,,,,,,
2021-05-11,False,62578078,,7983000,3246000,10253000,-24000,1021032000,,4648000.0,,4648000,7496240,693241000,514580000,,,,,,36818000.0,6671000,,97241000,503500000,112081000,-64930000,0.01,250000000,62528153,61735119,617000,-201575000,,,303326000.0,,,,,,,,,,,,,,,1400000,1398000.0,-1900000,73100000,,-3.35,,,,,,,,1821000,79400000.0,3600000.0,,2142000,4741000,,10273000,,406262000.0,14000.0,38000.0,,,406238000.0,,0.0,,,159000.0,-666000,-4458000,,185000,-57000,2365000,,,-15000,4768000,211224000,,16121000.0,,18228000,17756000,17231000,7943000.0,81514000,270812000,693241000,102086000,,,253274000,-279626000,-38578000,-201560000,-201560000,36513000.0,,,200379000,-200373000,4558000,129710000,3885000,125825000,1685000,106794000,0.071,,5033000,,-15000,1342000,976000.0,-1187000.0,,,-620000.0,289218000.0,750000.0,11478000,0.01,25000000,0,0,11101000,135100000.0,260000000.0,,,20450000.0,1758000,-201560000,62247000,51994000,,,190106000,154953000.0,14840000,-599196000,,6000.0,23366000,126600000.0,5750000.0,23.5,4648000,,1720606,5.64,,21690,992659,53.59,,6108126,21.3,8.82,9.06,80.89,,,422429000,,,199284,120032000.0,303326000.0,252005000.0,1758000,,1277000.0,,,,,,,210000,,60210120.0,,,,,,,,,,,,,,,,,,,,,
2021-08-10,False,66350681,,8030000,2634000,11848000,31000,1223324000,1277000.0,,10452000.0,10452000,7225405,893078000,677993000,41000.0,10000.0,403233000.0,403264000.0,403264000.0,37559000.0,4430000,620000.0,212015000,615300000,226855000,49844000,0.01,250000000,65045313,64452682,645000,-76198000,10024000.0,40381000.0,303326000.0,,0.0,,,,,,,,,,,,,1594000,3067000.0,-42300000,85400000,-1.23,,-1.23,,,,,,,6064000,,,25814000.0,2189000,4176000,1046000.0,13403000,,,,,,,,,,,,,382000,1647000,49988000.0,197000,-102000,3106000,,307000.0,3000,5287000,209869000,,16616000.0,,18260000,17787000,17262000,7109000.0,73585000,344527000,893078000,128715000,,29430000.0,413712000,-292763000,-71105000,-76253000,-76253000,36513000.0,-17279000.0,,58980000,-58974000,4563000,136284000,3491000,132793000,2310000,105315000,0.071,4135000.0,1157000,55000.0,55000,903000,-63000.0,,8479000.0,428246000.0,,,0.0,27662000,0.01,25000000,0,0,12714000,0.0,418282000.0,,162525000.0,,4955000,-277813000,76191000,64343000,,,45577000,154953000.0,14840000,-675449000,6000.0,,798000,,,,15100000,,1733868,7.48,,32731,1236543,57.33,,5934744,25.58,9.65,28.84,86.38,,360000.0,548551000,,,605509,120032000.0,303326000.0,157785000.0,4083000,,1277000.0,,,,,,,364000,62210239.0,,62210239.0,,,,,,,,,,,,,,,,,,,,
2021-11-08,False,68135798,,7282000,3733000,13522000,19000,1556685000,1277000.0,,12968000.0,12968000,7426084,1156555000,941424000,26000.0,7000.0,321363000.0,321382000.0,321382000.0,26960000.0,7515000,620000.0,612023000,933400000,626863000,449852000,0.01,250000000,68126713,67734484,677000,-28130000,12822000.0,36820000.0,303326000.0,,0.0,,,,,,,,,,,,,1675000,4817000.0,35800000,49600000,-0.42,,-0.42,,,,,,,5841000,,,-4892000.0,2238000,3598000,1576000.0,15774000,,,,,,,,,,,,,-1341000,2818000,49224000.0,197000,-153000,-733000,,443000.0,28000,5528000,206919000,,16616000.0,,18260000,17787000,17262000,4159000.0,67315000,302741000,1156555000,101391000,,24538000.0,734598000,-216648000,-68098000,-28118000,-28118000,36513000.0,41516000.0,,70397000,-69634000,4557000,139604000,6484000,133120000,3058000,103169000,0.071,5119000.0,1051000,-12000.0,-12000,852000,-63000.0,,8688000.0,606746000.0,,,750000.0,33442000,0.01,25000000,0,0,8019000,192510000.0,737205000.0,,422920000.0,,7657000,-305931000,85055000,71533000,,,54623000,154953000.0,14840000,-703567000,763000.0,,24164000,,,,28068000,,2008588,9.57,,60982,1638143,58.85,,6139250,30.53,9.89,28.53,88.57,,383000.0,853814000,,264000.0,774352,120032000.0,303326000.0,318609000.0,1816000,,1277000.0,,,,,,,588000,66377611.0,,66377611.0,,,,,,,,,,,,,,,,,,,,
2022-02-28,True,68730340,6450000000.0,7474000,3330000,16081000,-50000,1594378000,1277000.0,,43570000.0,43570000,7179777,1474453000,1273007000,,,,,,31367000.0,9264000,620000.0,559994000,965600000,572740000,395729000,0.01,250000000,68581251,68389425,684000,-370679000,86270000.0,262303000.0,303326000.0,,,11483000.0,206883000.0,103868000.0,23745000.0,5489000.0,172111000.0,27950000.0,4954000.0,1868000.0,1100000.0,0.06,0.5,7201000,7451000.0,-1000000,42200000,-5.77,,-5.77,0.0,0.21,-0.206,-0.007,0.051,-0.026,11661000,,,17690000.0,2287000,3007000,2118000.0,57222000,0.0,,,,,,,,,0.0,0.0,,818000,43914000,348156000.0,197000,1789000,-746000,,567000.0,75000,21409000,204599000,115692000.0,17059000.0,17143000.0,18703000,18269000,17733000,,62249000,647715000,1474453000,213435000,0.0,,756141000,-294144000,-66268000,-370638000,-370638000,36513000.0,21827000.0,1.0,444309000,-392465000,18309000,142350000,7540000,134810000,11462000,102718000,0.07,6964000.0,1724000,-41000.0,-41000,2793000,-63000.0,,8816000.0,777223000.0,,,,46811000,0.01,25000000,0,0,7360000,192510000.0,757449000.0,37901000.0,529270000.0,,9626000,-370638000,100339000,84258000,,,387087000,154953000.0,12746000,-768274000,51844000.0,,25925000,,,,43570000,,2305895,11.44,85100000.0,118063,1790476,58.56,300560000.0,6034192,32.4,9.88,37.65,88.15,157633000.0,1145000.0,826738000,,5751000.0,974662,120032000.0,303326000.0,,9626000,110000.0,1277000.0,,,,,0.0,77100000.0,2065000,64227676.0,,64227676.0,2810000.0,16028000.0,0.0,750000.0,0.0,,,,,,,,,,,,,,,
2022-05-09,False,70266761,,6266000,3542000,19334000,-2709000,1668567000,,,18035000.0,18035000,8806929,1453402000,1239484000,,,,,,30915000.0,15306000,620000.0,296821000,1200000000,309567000,-263173000,0.01,250000000,69785836,69753023,698000,-71873000,115049000.0,225093000.0,,,,,,,,,,,,,,,,3262000,3312000.0,13600000,28600000,-1.01,,-1.01,,,,,,,6771000,,,-7685000.0,2337000,2404000,553000.0,19247000,,,,,,,,,,,,,-1252000,-16533000,-8432000.0,185000,8296000,9185000,,113000.0,390000,5423000,205358000,,19006000.0,,17143000,20066000,19586000,13865000.0,59965000,624334000,1453402000,218798000,,,55676000,-537339000,218490000,-69214000,-69214000,36513000.0,7011000.0,,84657000,-76225000,4386000,145393000,9359000,136034000,4509000,105543000,0.07,4905000.0,1341000,-2659000.0,-2659000,11090000,-3000.0,,6000.0,690390000.0,,,,7259000,0.01,25000000,0,0,16884000,,54003000.0,,160310000.0,,820000,-69214000,113622000,94288000,,,65410000,154953000.0,12746000,-837488000,8432000.0,,4822000,,,,18035000,,2602709,15.83,,20637,1427500,46.09,,7264403,40.28,4.64,36.41,69.13,,232000.0,829068000,,,176652,120032000.0,,53936000.0,820000,331000.0,,,,,,,,1136000,68703864.0,,68703864.0,,-1780000.0,0.0,,,1412000.0,1412000.0,,,,,,,,,,,,,
2022-08-09,False,70354594,,7095000,3754000,22752000,-4190000,1713086000,,,21578000.0,21578000,9076381,1418375000,1179890000,,,,,,31035000.0,8883000,620000.0,265623000,1200000000,278369000,-294371000,0.01,250000000,70333989,70312114,703000,-73431000,139666000.0,208824000.0,,,,,,,,,,,,,,,,3418000,6730000.0,12200000,16400000,-1.02,,-1.02,,,,,,,8949000,,,-4124000.0,2389000,1787000,1118000.0,24062000,,,,,,,,,,,,,-1150000,-29314000,-84000.0,197000,-2488000,6957000,,214000.0,1091000,5707000,269790000,,22629000.0,,21344000,24179000,23614000,9291000.0,96293000,618214000,1418375000,212278000,,,78016000,-538601000,166214000,-71950000,-71950000,36513000.0,10016000.0,,98618000,-81966000,4469000,173497000,9512000,163985000,4945000,117426000,0.074,10027000.0,2223000,-1481000.0,-1481000,305000,-3000.0,,109000.0,1020578000.0,,,,28903000,0.01,25000000,0,0,13775000,,76365000.0,,510880000.0,,1466000,-141164000,128842000,106090000,,,74556000,154953000.0,12746000,-909438000,16652000.0,,30805000,,,,39613000,,3005484,20.8,,76351,1755100,42.26,,7388993,40.71,4.53,54.09,63.17,,38000.0,800161000,,,323948,120032000.0,,22300000.0,646000,331000.0,,,,,,,,1531000,70210227.0,,70210227.0,,12345000.0,0.0,,,1412000.0,1412000.0,,,,,,,,,,,,,
